review_content,review_rating,raw_cutting_performance,overall_cutting_performance,cutting_performance_opinion,cutting_performance,raw_ease_of_use,overall_ease_of_use,ease_of_use_opinion,ease_of_use,raw_durability,overall_durability,durability_opinion,durability,raw_engine_power,overall_engine_power,engine_power_opinion,engine_power,raw_maneuverability,overall_maneuverability,maneuverability_opinion,maneuverability
"Dangerous assembly defect: On quite literally the first mow with my new mower, the front wheel assembly fell out of place and into the blade, destroying the wheel and adjustment arm. I got literally 10 minutes of use out of this $400 item. I hope the warranty process goes better than the user experience so far. We're very lucky no one was injured.[Rating - 1/5]",1,"1. The overall review is NEGATIVE.
2. The reviewer mentions that on the first mow with the new mower, the front wheel assembly fell out of place and into the blade, destroying the wheel and adjustment arm.
3. The reviewer's opinion on the cutting_performance is NEGATIVE as the assembly defect caused damage to the mower during the first use.",NEGATIVE,"The reviewer mentions that on the first mow with the new mower, the front wheel assembly fell out of place and into the blade, destroying the wheel and adjustment arm.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions a dangerous assembly defect that caused the front wheel assembly to fall out of place and into the blade on the first use.
3. The sentiment on ease_of_use is NEGATIVE as the reviewer had a negative experience with the assembly defect causing damage to the mower and potentially putting users at risk of injury.",NEGATIVE,The reviewer mentions a dangerous assembly defect that caused the front wheel assembly to fall out of place and into the blade on the first use.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions a dangerous assembly defect that caused the front wheel assembly to fall out of place and into the blade, resulting in damage to the wheel and adjustment arm.
3. The reviewer's opinion on durability is NEGATIVE, as the mower broke down on the first use due to a defect in assembly.",NEGATIVE,"The reviewer mentions a dangerous assembly defect that caused the front wheel assembly to fall out of place and into the blade, resulting in damage to the wheel and adjustment arm.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention anything about the engine_power.
3. The sentiment on engine_power is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention anything about the engine_power.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention maneuverability in the review.
3. Sentiment on maneuverability is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention maneuverability in the review.,NOT MENTIONED
Do not like: The wheels are too poweful. When you backup tje mower puts holes in ground.[Rating - 2/5],2,"1. The overall review is NEGATIVE
2. The reviewer mentions that when backing up, the mower puts holes in the ground.
3. Sentiment on cutting_performance is NEGATIVE",NEGATIVE,"The reviewer mentions that when backing up, the mower puts holes in the ground.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the wheels are too powerful and that when backing up, the mower puts holes in the ground.
3. The reviewer's opinion on the ease_of_use is NEGATIVE.",NEGATIVE,"The reviewer mentions that the wheels are too powerful and that when backing up, the mower puts holes in the ground.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the wheels are too powerful and when backing up, the mower puts holes in the ground.
3. The reviewer's opinion on durability is NEGATIVE",NEGATIVE,"The reviewer mentions that the wheels are too powerful and when backing up, the mower puts holes in the ground.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer talks about the engine_power being too powerful, causing issues when backing up the mower.
3. The reviewer's opinion on the engine_power is NEGATIVE.",NEGATIVE,"The reviewer talks about the engine_power being too powerful, causing issues when backing up the mower.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer talks about the wheels being too powerful and causing holes in the ground when backing up.
3. The reviewer's opinion on maneuverability is NEGATIVE.",NEGATIVE,The reviewer talks about the wheels being too powerful and causing holes in the ground when backing up.,NEGATIVE
"Side discharge deceptive: When I removed this from the box I noticed there was no hole in the side for side discharge, packed it back up to return. Then did research to verify it was a side discharge model I found out you have to ORDER a side discharge attachment that goes where the bag is located. Advertising this as a side discharge mower is deceptive.[Rating - 3/5]",3,"1. The overall review is NEGATIVE
2. The reviewer talks about the side discharge feature of the lawn mower and how it was not as expected.
3. The reviewer's opinion on the cutting_performance is NEGATIVE.",NEGATIVE,The reviewer talks about the side discharge feature of the lawn mower and how it was not as expected.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer talks about the side discharge feature not being included and needing to order an attachment separately.
3. The reviewer's opinion on the ease_of_use is NEGATIVE.",NEGATIVE,The reviewer talks about the side discharge feature not being included and needing to order an attachment separately.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions the lack of a side discharge hole in the lawn mower and the need to order a separate attachment for side discharge.
3. The reviewer's opinion on durability is NEGATIVE.",NEGATIVE,The reviewer mentions the lack of a side discharge hole in the lawn mower and the need to order a separate attachment for side discharge.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not mention anything about the engine_power.
3. Since the reviewer does not mention anything about the engine_power, the sentiment on engine_power is NOT MENTIONED.",NEGATIVE,The reviewer does not mention anything about the engine_power.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not mention anything about maneuverability.
3. Sentiment on maneuverability is NOT MENTIONED.",NEGATIVE,The reviewer does not mention anything about maneuverability.,NOT MENTIONED
"Well Designed, Badly Marketed: My three-star rating is the average of a five for engineering and a one for marketing.  This mower is easy to maneuver, speedy on the straight cuts, and competitively priced.  
The marketing issue is Toro's withholding the side discharge chute unless one requests it when registering the product post-sale, whereupon they say that this will take 3 to 4 weeks.  In the meantime one needs to jury-rig a chute out of scrap lumber.  
Adding insult to injury, they claim that withholding the promised side...[Rating - 3/5]",3,"1. The overall review is NEGATIVE
2. The reviewer mentions that the mower is speedy on straight cuts.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",NEGATIVE,The reviewer mentions that the mower is speedy on straight cuts.,POSITIVE,"1. The overall review is NEGATIVE
2. The reviewer talks about the ease_of_use by mentioning that the mower is easy to maneuver, speedy on straight cuts, and competitively priced.
3. The reviewer's opinion on the ease_of_use is POSITIVE",NEGATIVE,"The reviewer talks about the ease_of_use by mentioning that the mower is easy to maneuver, speedy on straight cuts, and competitively priced.",POSITIVE,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention the durability of the lawn mower.
3. Sentiment on durability is NOT MENTIONED",NEGATIVE,The reviewer does not specifically mention the durability of the lawn mower.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention the engine_power.
3. Since the reviewer does not mention the engine_power, there is no sentiment assigned to it.",,,,"1. The overall review is NEGATIVE
2. The reviewer mentions that the mower is easy to maneuver.
3. Sentiment on maneuverability is POSITIVE",NEGATIVE,The reviewer mentions that the mower is easy to maneuver.,POSITIVE
": Like others have stated about this mower, it does NOT have variable speeds, as you have to manually learn to adjust for the speed which takes time and practice.  At full throttle, this mower  will run you to death.
   The mower runs good, cuts good, is easy to clean, and the catcher bag is worthless, since it has the mulching capability.   I should have read reviews on this particular model, and added a hundred dollars more, and probably gotten a different Toro model...[Rating - 3/5]",3,"1. The overall review is NEGATIVE
2. The reviewer mentions that the mower runs good and cuts good.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",NEGATIVE,The reviewer mentions that the mower runs good and cuts good.,POSITIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the mower does not have variable speeds and that adjusting the speed manually takes time and practice.
3. The reviewer's opinion on the ease_of_use is NEGATIVE.",NEGATIVE,The reviewer mentions that the mower does not have variable speeds and that adjusting the speed manually takes time and practice.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the mower runs good, cuts good, is easy to clean, but also mentions that the catcher bag is worthless.
3. The reviewer's opinion on durability is NOT MENTIONED.",NEGATIVE,"The reviewer mentions that the mower runs good, cuts good, is easy to clean, but also mentions that the catcher bag is worthless.",NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the mower runs good and cuts good.
3. The reviewer's opinion on the engine_power is NOT MENTIONED.",NEGATIVE,The reviewer mentions that the mower runs good and cuts good.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention maneuverability.
3. Sentiment on maneuverability is NOT MENTIONED",NEGATIVE,The reviewer does not specifically mention maneuverability.,NOT MENTIONED
Won’t stay started less than a year old: Haven’t had this mower a year yet and now that it’s mowing season and my mower was in the garage all winter it won’t stay started with new gas and new oil. Not very powerful either. Can’t even use it until I take it to the shop. Not happy at all.[Rating - 1/5],1,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the mower won't stay started and is not very powerful.
3. The reviewer's opinion on the cutting_performance is NEGATIVE.",NEGATIVE,The reviewer mentions that the mower won't stay started and is not very powerful.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the lawn mower won't stay started, even though it is less than a year old, and that it is not very powerful.
3. The reviewer's opinion on the ease_of_use is NEGATIVE as they mention that they can't even use it until they take it to the shop, indicating that it is not user-friendly or convenient to operate.",NEGATIVE,"The reviewer mentions that the lawn mower won't stay started, even though it is less than a year old, and that it is not very powerful.",NEGATIVE,"1. The overall review sentiment is NEGATIVE.
2. The reviewer mentions that the mower won't stay started less than a year old, indicating a lack of durability.
3. The reviewer's opinion on durability is NEGATIVE.",NEGATIVE,"The reviewer mentions that the mower won't stay started less than a year old, indicating a lack of durability.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the mower is not very powerful.
3. The reviewer's opinion on the engine_power is NEGATIVE.",NEGATIVE,The reviewer mentions that the mower is not very powerful.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not mention anything about maneuverability.
3. Since the reviewer did not mention anything about maneuverability, the sentiment on maneuverability is NOT MENTIONED.",NEGATIVE,The reviewer does not mention anything about maneuverability.,NOT MENTIONED
"Terrible lawnmower: Everything about this machine is terrible, from the pull starter that does not always start to the uneven grass cutting. The tiny grass-collection bag does not fit properly and barely allows for cutting one row of grass before it must be emptied. Unfortunately, returns must be unused. 'Wish I had never shopped at Lowe's.[Rating - 1/5]",1,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the grass cutting is uneven.
3. The reviewer's opinion on the cutting_performance is NEGATIVE.",NEGATIVE,The reviewer mentions that the grass cutting is uneven.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the pull starter does not always start, the grass cutting is uneven, and the grass-collection bag does not fit properly.
3. The reviewer's opinion on the ease_of_use is NEGATIVE.",NEGATIVE,"The reviewer mentions that the pull starter does not always start, the grass cutting is uneven, and the grass-collection bag does not fit properly.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that everything about the lawnmower is terrible, including the pull starter, uneven grass cutting, and the grass-collection bag.
3. The reviewer's opinion on the durability is NEGATIVE as they mention that everything about the machine is terrible, indicating poor quality and lack of longevity.",NEGATIVE,"The reviewer mentions that everything about the lawnmower is terrible, including the pull starter, uneven grass cutting, and the grass-collection bag.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention engine_power.
3. The sentiment on engine_power is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention engine_power.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention maneuverability.
3. Sentiment on maneuverability is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention maneuverability.,NOT MENTIONED
Bad handle design: The handle design is terrible. I could not get the left or right handle screws to tighten enough to keep the handles in place.[Rating - 1/5],1,"1. The overall review is NEGATIVE
2. The reviewer does not mention anything about the cutting_performance.
3. Since the reviewer did not mention anything about the cutting_performance, the sentiment on cutting_performance is NOT MENTIONED.",NEGATIVE,The reviewer does not mention anything about the cutting_performance.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer talks about the handle design being terrible and difficult to tighten.
3. The reviewer's opinion on the ease_of_use is NEGATIVE.",NEGATIVE,The reviewer talks about the handle design being terrible and difficult to tighten.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions the handle design being terrible and the screws not tightening enough to keep the handles in place.
3. The reviewer's opinion on the durability is NEGATIVE.",NEGATIVE,The reviewer mentions the handle design being terrible and the screws not tightening enough to keep the handles in place.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not mention anything about the engine_power.
3. Sentiment on engine_power is NOT MENTIONED",NEGATIVE,The reviewer does not mention anything about the engine_power.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer talks about the handle design being terrible and the screws not tightening enough to keep the handles in place.
3. Sentiment on maneuverability is NOT MENTIONED",NEGATIVE,The reviewer talks about the handle design being terrible and the screws not tightening enough to keep the handles in place.,NOT MENTIONED
"See above: Lowe's write-up for this product states that it is a ""Variable-speed"" mower.  It's NOT.  The mower runs at a constant RPM and there is no way to control the speed at which the mower moves.  The only adjustment one can make is to shorten or lengthen the cable that controls the speed.  This is similar to one partially letting out the clutch on a manual transmission car so that the clutch constantly slips and doesn't fully engage.  What damage this will do over the long term is anyone's guess.  But...[Rating - 1/5]",1,"1. The overall review is NEGATIVE
2. The reviewer talks about the fact that the mower does not actually have variable-speed as advertised.
3. The reviewer's opinion on the cutting_performance is NEGATIVE.",NEGATIVE,The reviewer talks about the fact that the mower does not actually have variable-speed as advertised.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the mower does not actually have variable-speed as advertised by Lowe's and that the only adjustment that can be made is to shorten or lengthen the cable that controls the speed.
3. The reviewer's opinion on the ease_of_use is NEGATIVE",NEGATIVE,The reviewer mentions that the mower does not actually have variable-speed as advertised by Lowe's and that the only adjustment that can be made is to shorten or lengthen the cable that controls the speed.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions the potential damage that could occur over the long term due to the mower running at a constant RPM with no way to control the speed.
3. The reviewer's opinion on durability is NEGATIVE.",NEGATIVE,The reviewer mentions the potential damage that could occur over the long term due to the mower running at a constant RPM with no way to control the speed.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the mower runs at a constant RPM and there is no way to control the speed at which the mower moves.
3. The reviewer's opinion on the engine_power is NEGATIVE",NEGATIVE,The reviewer mentions that the mower runs at a constant RPM and there is no way to control the speed at which the mower moves.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the mower runs at a constant RPM and there is no way to control the speed at which the mower moves.
3. The reviewer's opinion on maneuverability is NEGATIVE as they express frustration with the lack of control over the speed of the mower.",NEGATIVE,The reviewer mentions that the mower runs at a constant RPM and there is no way to control the speed at which the mower moves.,NEGATIVE
"NoGo Toro: Worked once, doesn't start after a week and can't return.  Would not recommend.  Cannot return, policy is that if you put gas in it you can't return.[Rating - 1/5]",1,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the NoGo Toro worked once but doesn't start after a week.
3. The reviewer's opinion on the cutting_performance is NOT MENTIONED.",NEGATIVE,The reviewer mentions that the NoGo Toro worked once but doesn't start after a week.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the lawn mower worked once but doesn't start after a week.
3. The reviewer's opinion on the ease_of_use is NEGATIVE.",NEGATIVE,The reviewer mentions that the lawn mower worked once but doesn't start after a week.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the lawn mower worked once but doesn't start after a week.
3. The reviewer's opinion on durability is NEGATIVE.",NEGATIVE,The reviewer mentions that the lawn mower worked once but doesn't start after a week.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the lawn mower worked once but doesn't start after a week.
3. The reviewer's opinion on the engine_power is NEGATIVE as the lawn mower stopped working after a week.",NEGATIVE,The reviewer mentions that the lawn mower worked once but doesn't start after a week.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not mention anything about maneuverability.
3. Sentiment on maneuverability is NOT MENTIONED.",NEGATIVE,The reviewer does not mention anything about maneuverability.,NOT MENTIONED
Price very nice: I love everything about this mower...very easy to use...I am in my 70s  and this little mower really moves fast.Took me awhile not to go so fast...you also don't have grass all over the yard..it is all nice and neat...The price was a nice too...This granny loves her mower.[Rating - 5/5],5,"1. The overall review is POSITIVE.
2. The reviewer mentions that the mower is very easy to use and that it leaves the grass nice and neat.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,The reviewer mentions that the mower is very easy to use and that it leaves the grass nice and neat.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer talks about how easy the mower is to use, mentioning that it is very easy to use and moves fast.
3. Sentiment on ease_of_use is POSITIVE",POSITIVE,"The reviewer talks about how easy the mower is to use, mentioning that it is very easy to use and moves fast.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower moves fast.
3. The reviewer's opinion on the engine_power is POSITIVE.",POSITIVE,The reviewer mentions that the mower moves fast.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer talks about how the mower is very easy to use and moves fast.
3. The reviewer's opinion on the maneuverability is POSITIVE.",POSITIVE,The reviewer talks about how the mower is very easy to use and moves fast.,POSITIVE
