review_content,review_rating,raw_cooking_surface,overall_cooking_surface,cooking_surface_opinion,cooking_surface,raw_portability,overall_portability,portability_opinion,portability,raw_heat_control,overall_heat_control,heat_control_opinion,heat_control,raw_durability,overall_durability,durability_opinion,durability,raw_accessories,overall_accessories,accessories_opinion,accessories
"Great griddle: It seems to be a great griddle. I just built it today so haven’t gotten to try it out yet, but I’m excited to start cooking with it. I really like all the cooking applications that are possible. My only complaint would be a couple of the panels came bent and the doors didn’t line up very well. Every thing seemed to fall into place once the griddle and lid was put on. Still had to give it 5 stars.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that they really like all the cooking applications that are possible with the griddle.
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,The reviewer mentions that they really like all the cooking applications that are possible with the griddle.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer did not specifically mention portability in the review.
3. Since the reviewer did not mention portability, the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer did not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they really like all the cooking applications that are possible with the griddle.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",POSITIVE,The reviewer mentions that they really like all the cooking applications that are possible with the griddle.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that a couple of panels came bent and the doors didn't line up very well initially, but everything seemed to fall into place once the griddle and lid were put on.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,"The reviewer mentions that a couple of panels came bent and the doors didn't line up very well initially, but everything seemed to fall into place once the griddle and lid were put on.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that a couple of panels came bent and the doors didn't line up very well, but everything seemed to fall into place once the griddle and lid were put on.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,"The reviewer mentions that a couple of panels came bent and the doors didn't line up very well, but everything seemed to fall into place once the griddle and lid were put on.",NOT MENTIONED
First Blackstone: Put it together and one of the cabinet doors is off set so there's a gap at the top. My griddle does not sit flat in the slots it has a little wabble to it like it is warped. Hopefully it doesn't effect seasoning the griddle or actually cooking on it.[Rating - 3/5],3,"1. The overall review is NEGATIVE
2. The reviewer mentions that the griddle does not sit flat in the slots and has a little wobble to it, indicating that the cooking surface may be warped.
3. Sentiment on cooking_surface is NEGATIVE",NEGATIVE,"The reviewer mentions that the griddle does not sit flat in the slots and has a little wobble to it, indicating that the cooking surface may be warped.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the griddle does not sit flat in the slots and has a little wobble to it.
3. The reviewer's opinion on the portability is NEGATIVE.",NEGATIVE,The reviewer mentions that the griddle does not sit flat in the slots and has a little wobble to it.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention the heat_control aspect of the product.
3. The sentiment on heat_control is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention the heat_control aspect of the product.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that one of the cabinet doors is off-set and there is a gap at the top, and that the griddle does not sit flat in the slots and has a little wobble to it.
3. The reviewer's opinion on the durability is NEGATIVE.",NEGATIVE,"The reviewer mentions that one of the cabinet doors is off-set and there is a gap at the top, and that the griddle does not sit flat in the slots and has a little wobble to it.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not mention any accessories in the review.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",NEGATIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
"Finish does not last: Had this unit for 2 seasons. Covered with blk stone cover when not in use. Kept outside all year. Rust forming see pics. Paint bubbled from side just below griddle. Disatisfied  ,rust on body of product. Painted areas not lasting 2 seasons. Btw love the grilling and storage spaces. Extended table works ok. Left an right side tabletts get Very hot, can't keep anything there accept spatulas. Magnet not functional, will not hold bs products accept bs tongs.[Rating - 3/5]",3,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the paint on the cooking surface bubbled and there is rust forming on the body of the product.
3. The reviewer's opinion on the cooking_surface is NEGATIVE.",NEGATIVE,The reviewer mentions that the paint on the cooking surface bubbled and there is rust forming on the body of the product.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the left and right side tabletts get very hot and that the extended table works okay.
3. The reviewer's opinion on portability is NOT MENTIONED.",NEGATIVE,The reviewer mentions that the left and right side tabletts get very hot and that the extended table works okay.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the left and right side tabletts get very hot and that they can't keep anything there except spatulas.
3. The reviewer's opinion on the heat_control is NEGATIVE",NEGATIVE,The reviewer mentions that the left and right side tabletts get very hot and that they can't keep anything there except spatulas.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the paint on the griddle bubbled and rust formed on the body of the product after just 2 seasons of use.
3. The reviewer's opinion on the durability is NEGATIVE.",NEGATIVE,The reviewer mentions that the paint on the griddle bubbled and rust formed on the body of the product after just 2 seasons of use.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that they covered the unit with a black stone cover when not in use.
3. The sentiment on accessories is NOT MENTIONED.",NEGATIVE,The reviewer mentions that they covered the unit with a black stone cover when not in use.,NOT MENTIONED
: Definitely worth it![Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the cooking_surface is definitely worth it.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that the cooking_surface is definitely worth it.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention heat_control in the review.
3. Sentiment on heat_control is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention heat_control in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle is definitely worth it.
3. The reviewer's opinion on the durability is POSITIVE.",POSITIVE,The reviewer mentions that the griddle is definitely worth it.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the accessories included in the bundle are definitely worth it.
3. Sentiment on accessories is POSITIVE",POSITIVE,The reviewer mentions that the accessories included in the bundle are definitely worth it.,POSITIVE
Awesome!: Received a 36” griddle with bottom storage & side table for my birthday.  Already done several meals on it. Cooks great and the best part is that you could cook anything on it.  Kept my Weber charcoal grill for the great charcoal taste as well.[Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer talks about the 36” griddle with bottom storage & side table and mentions that it cooks great and you can cook anything on it.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer talks about the 36” griddle with bottom storage & side table and mentions that it cooks great and you can cook anything on it.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that the griddle cooks great and that you can cook anything on it.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that the griddle cooks great and that you can cook anything on it.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that they have already done several meals on the griddle and that it cooks great.
3. The reviewer's opinion on the durability is POSITIVE, as they seem satisfied with the sturdiness and longevity of the griddle.",POSITIVE,The reviewer mentions that they have already done several meals on the griddle and that it cooks great.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions receiving a 36” griddle with bottom storage & side table as part of the bundle.
3. The reviewer's opinion on the accessories is POSITIVE.",POSITIVE,The reviewer mentions receiving a 36” griddle with bottom storage & side table as part of the bundle.,POSITIVE
"So far so good: Have had the blackstone for about a week. Assembly wasn’t too bad, but took a few hours. Have seasoned as instructed and cooked on it 3 times this week. Food has been great!

Only knock I have is that one of the screw fittings on the right side shelf is stripped so screw won’t stay in. Will likely use super glue to keep in place. Other than that so far so good.[Rating - 4/5]",4,"1. The overall review is POSITIVE
2. The reviewer mentions that they have cooked on the blackstone 3 times this week and the food has been great.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that they have cooked on the blackstone 3 times this week and the food has been great.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention portability in the review.
3. Since the reviewer does not mention portability, the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they have cooked on the griddle 3 times this week.
3. The reviewer does not specifically mention the heat_control aspect, so it is NOT MENTIONED.",POSITIVE,The reviewer mentions that they have cooked on the griddle 3 times this week.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that one of the screw fittings on the right side shelf is stripped, but other than that, they do not specifically talk about the durability of the griddle.
3. Sentiment on durability is NEUTRAL",POSITIVE,"The reviewer mentions that one of the screw fittings on the right side shelf is stripped, but other than that, they do not specifically talk about the durability of the griddle.",NEUTRAL,"1. The overall review is POSITIVE
2. The reviewer mentions that one of the screw fittings on the right side shelf is stripped.
3. Sentiment on accessories is NEGATIVE",POSITIVE,The reviewer mentions that one of the screw fittings on the right side shelf is stripped.,NEGATIVE
"Great new addition to my backyard cookware lineup: I absolutely love this 36” culinary Blackstone!

Directions are thorough and straightforward!

it put out some serious heat perfect searing!

Seasoning, the top was well explained and easy to do.

The only issue that I have, and it doesn’t even pertain to the grill itself, is the confusion when it comes to griddle covers. I bought the exact matching cover for this unit But… it hangs so low that the bottom of the cover sits on the ground and get caught up in the wheels. The picture in the box and online shows the cover ending at the top of the wheels…. But mine goes all the way to the ground and then some.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer talks about the size and material of the cooking surface, mentioning that it is a 36"" culinary Blackstone.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,"The reviewer talks about the size and material of the cooking surface, mentioning that it is a 36"" culinary Blackstone.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions the confusion with the griddle cover hanging low and getting caught up in the wheels.
3. Sentiment on portability is NEGATIVE",POSITIVE,The reviewer mentions the confusion with the griddle cover hanging low and getting caught up in the wheels.,NEGATIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the grill puts out some serious heat perfect for searing.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that the grill puts out some serious heat perfect for searing.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions the durability of the griddle cover, specifically how it hangs low and gets caught up in the wheels.
3. Sentiment on durability is NEGATIVE",POSITIVE,"The reviewer mentions the durability of the griddle cover, specifically how it hangs low and gets caught up in the wheels.",NEGATIVE,"1. The overall review is POSITIVE
2. The reviewer talks about the confusion they experienced with the griddle cover that was purchased for the unit.
3. Sentiment on accessories is NEGATIVE",POSITIVE,The reviewer talks about the confusion they experienced with the griddle cover that was purchased for the unit.,NEGATIVE
Blackstone works great: The blackstone itself I couldn't be happier with but the foldout table is a bit cheap feeling on the way it works and sits. Also the ease of putting this thing together was very time consuming and not that simple. I also have a gripe with the lid on the way it sits on the blackstone. I expected hinges or for it to connect and it does not. I also expected a magnet strip to hold the spatulas but that was not included. All in all I'm happy with the way it cooks and it works just fine. Just some small details I wish I'd of known before dropping that much money on this specific one.[Rating - 3/5],3,"1. The overall review is NEGATIVE
2. The reviewer mentions that they are happy with the way the Blackstone cooks and that it works just fine.
3. The reviewer's opinion on the cooking_surface is POSITIVE.",NEGATIVE,The reviewer mentions that they are happy with the way the Blackstone cooks and that it works just fine.,POSITIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the ease of putting the griddle together was time-consuming and not simple.
3. The reviewer's opinion on portability is NEGATIVE as they found the assembly process to be time-consuming and not simple.",NEGATIVE,The reviewer mentions that the ease of putting the griddle together was time-consuming and not simple.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention the heat_control aspect of the product.
3. The sentiment on heat_control is NOT MENTIONED",NEGATIVE,The reviewer does not specifically mention the heat_control aspect of the product.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the foldout table feels cheap, the assembly was time-consuming and not simple, and the lid does not connect as expected.
3. The reviewer's opinion on durability is NEGATIVE.",NEGATIVE,"The reviewer mentions that the foldout table feels cheap, the assembly was time-consuming and not simple, and the lid does not connect as expected.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the foldout table feels cheap, the lid does not connect or have hinges, and there is no magnet strip to hold spatulas.
3. The reviewer's opinion on the accessories is NEGATIVE.",NEGATIVE,"The reviewer mentions that the foldout table feels cheap, the lid does not connect or have hinges, and there is no magnet strip to hold spatulas.",NEGATIVE
Yummy!: I will never go back to a conventional BBQ grill after cooking on a Blackstone! So much better and the sky is the limit on what you can cook on one of these! Stop reading and go out and buy one already!![Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the Blackstone grill has a great cooking surface.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that the Blackstone grill has a great cooking surface.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the Blackstone griddle provides better cooking results compared to a conventional BBQ grill.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that the Blackstone griddle provides better cooking results compared to a conventional BBQ grill.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that they will never go back to a conventional BBQ grill after using a Blackstone griddle.
3. The reviewer's opinion on durability is POSITIVE as they express that the Blackstone griddle is much better than a conventional BBQ grill.",POSITIVE,The reviewer mentions that they will never go back to a conventional BBQ grill after using a Blackstone griddle.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention any accessories in the review.
3. The reviewer's opinion on the accessories is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention any accessories in the review.,NOT MENTIONED
"Product = Awesome, delivery, not so much.: I've ordered 4 things from Lowe's since their Black Friday sale 2023. All products and pricing and warranty were a total success. Everything works fine. But with this Blackstone grill, the delivery guys rushed took pictures had me sign his phone and when I was inspecting it, I noticed they had bent the end table. I waved them down before they left and they ran to the truck and pulled out. Very bad delivery team. They forgot my washer and dryer cord before also. Lowe's did put me in touch with Blackstone mfg and the replacement part is on back order but it's being covered under warranty. Lowe's in store online and customer service is awesome. But these delivery drivers either don't speak English or pretend not to when you point out a flaw in their delivery and try to leave before taking responsibility. 3 times now delivery has messed something up. I'm still a Lowe's fan. Just would rather get my own things at pickup from now on. I'll have to buy a trailer now.[Rating - 5/5]",5,"1. The overall review is NEGATIVE
2. The reviewer mentions the cooking_surface in the context of the Blackstone grill.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",NEGATIVE,The reviewer mentions the cooking_surface in the context of the Blackstone grill.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the delivery team rushed and caused damage to the end table of the Blackstone grill.
3. The reviewer's opinion on the portability is NOT MENTIONED.",NEGATIVE,The reviewer mentions that the delivery team rushed and caused damage to the end table of the Blackstone grill.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention the heat_control aspect of the product.
3. The sentiment on heat_control is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention the heat_control aspect of the product.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the delivery team bent the end table of the Blackstone grill during delivery.
3. The reviewer's opinion on the durability is NEGATIVE, as they experienced damage to the end table of the grill during delivery.",NEGATIVE,The reviewer mentions that the delivery team bent the end table of the Blackstone grill during delivery.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not mention any accessories in the review.
3. The sentiment on accessories is NOT MENTIONED.",NEGATIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
BlackStone: I just received this as an INSANE gift from my AMAZING father in law for my birthday! He himself is a BlackStone grill owner with nothing but GREAT things to say about it. It most definitely appears to be TOP NOTCH with such a sleek look and clearly has MANY uses that I plan to take full advantage of! I look forward to using it first thing tomorrow![Rating - 5/5],5,"1. The overall review is POSITIVE
2. The reviewer mentions that the BlackStone grill has a sleek look and clearly has many uses.
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,The reviewer mentions that the BlackStone grill has a sleek look and clearly has many uses.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the BlackStone grill has many uses that they plan to take full advantage of.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that the BlackStone grill has many uses that they plan to take full advantage of.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the BlackStone grill appears to be top-notch with a sleek look and has many uses.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,The reviewer mentions that the BlackStone grill appears to be top-notch with a sleek look and has many uses.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the BlackStone grill appears to be top-notch with a sleek look and clearly has many uses that they plan to take full advantage of.
3. The reviewer does not specifically mention the accessories, so the sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer mentions that the BlackStone grill appears to be top-notch with a sleek look and clearly has many uses that they plan to take full advantage of.,NOT MENTIONED
"Great griddle: Being able to cook so much food all at once is a huge time saver, not to mention the quality of the griddle itself. It cleans up easily and I would highly recommend the Blackstone cover as it protects it from the weather elements.[Rating - 5/5]",5,"1. The overall review is POSITIVE.
2. The reviewer mentions that the cooking surface is able to cook a lot of food at once, is a time saver, and is of good quality.
3. The reviewer's opinion on the cooking_surface is POSITIVE.",POSITIVE,"The reviewer mentions that the cooking surface is able to cook a lot of food at once, is a time saver, and is of good quality.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention portability in the review.
3. The sentiment on portability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle allows them to cook a lot of food at once, which is a huge time saver.
3. The reviewer's opinion on the heat_control is POSITIVE. They appreciate the even heat distribution and consistent cooking results.",POSITIVE,"The reviewer mentions that the griddle allows them to cook a lot of food at once, which is a huge time saver.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle is of high quality and cleans up easily.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,The reviewer mentions that the griddle is of high quality and cleans up easily.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer talks about the Blackstone cover as an accessory that they highly recommend to protect the griddle from weather elements.
3. Sentiment on accessories is POSITIVE.",POSITIVE,The reviewer talks about the Blackstone cover as an accessory that they highly recommend to protect the griddle from weather elements.,POSITIVE
