review_content,review_rating,raw_cutting_performance,overall_cutting_performance,cutting_performance_opinion,cutting_performance,raw_ease_of_use,overall_ease_of_use,ease_of_use_opinion,ease_of_use,raw_durability,overall_durability,durability_opinion,durability,raw_engine_power,overall_engine_power,engine_power_opinion,engine_power,raw_maneuverability,overall_maneuverability,maneuverability_opinion,maneuverability
"Junk: This mower is honestly and truly terrible. My biggest complaint is how weak it is. I have very small yard in a neighborhood so, I felt like this mower would be perfect. Boy how I was wrong, it dies just about every 10 feet. I mow my yard at least once a week, it’s not like I’m mowing a jungle. It just cannot go through thick grass no matter how tall it is. Aside from that it feels very cheap kind of like a toy. I bought this mower in March of 2024 it’s May of 2024 and I’m already having problems with it. Very disappointed in this product, I highly recommend staying away from this product at all costs. Everybody I know always told me how “good” Toro is but I don’t see it. In my experience they’re awful and I will stay away for good. I don’t think I can return it now but, I’ll probably just trash this mower cause that’s wear it belongs and, get a something else. If anybody has any suggestions please let me know.[Rating - 1/5]",1,"1. The overall review is NEGATIVE.
2. The reviewer talks about how the mower is weak and dies every 10 feet, struggling to go through thick grass.
3. The reviewer's opinion on the cutting_performance is NEGATIVE.",NEGATIVE,"The reviewer talks about how the mower is weak and dies every 10 feet, struggling to go through thick grass.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the mower is weak, dies frequently, and cannot go through thick grass.
3. Sentiment on ease_of_use is NEGATIVE",NEGATIVE,"The reviewer mentions that the mower is weak, dies frequently, and cannot go through thick grass.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions having problems with the mower after only two months of use, feeling that it is cheaply made and like a toy.
3. Sentiment on durability is NEGATIVE",NEGATIVE,"The reviewer mentions having problems with the mower after only two months of use, feeling that it is cheaply made and like a toy.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the mower is very weak and dies every 10 feet. They also mention that it cannot go through thick grass.
3. The reviewer's opinion on the engine_power is NEGATIVE.",NEGATIVE,The reviewer mentions that the mower is very weak and dies every 10 feet. They also mention that it cannot go through thick grass.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the mower dies every 10 feet and cannot go through thick grass.
3. The reviewer's opinion on maneuverability is NEGATIVE.",NEGATIVE,The reviewer mentions that the mower dies every 10 feet and cannot go through thick grass.,NEGATIVE
"Great Value: Does exactly what is suppose to do. I have 2 dislikes of this mower. 1. The bag is at a bad angle, so the grass is going into it upward 2. It wont start without engaging the self-propell function.*the directions for use is ALL pictures and diagrams*[Rating - 4/5]",4,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower does exactly what it is supposed to do.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,The reviewer mentions that the mower does exactly what it is supposed to do.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the bag is at a bad angle and that the mower won't start without engaging the self-propel function.
3. The reviewer's opinion on the ease_of_use is NEGATIVE",POSITIVE,The reviewer mentions that the bag is at a bad angle and that the mower won't start without engaging the self-propel function.,NEGATIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower does exactly what it is supposed to do, but has 2 dislikes.
3. The reviewer does not specifically mention the durability of the lawn mower, so the sentiment on durability is NOT MENTIONED.",POSITIVE,"The reviewer mentions that the mower does exactly what it is supposed to do, but has 2 dislikes.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention the engine_power.
3. The reviewer's opinion on the engine_power is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention the engine_power.,NOT MENTIONED,"1. The overall review is NEUTRAL
2. The reviewer mentions that the bag is at a bad angle and that the mower won't start without engaging the self-propel function, but does not specifically mention maneuverability.
3. The sentiment on maneuverability is NOT MENTIONED.",NEUTRAL,"The reviewer mentions that the bag is at a bad angle and that the mower won't start without engaging the self-propel function, but does not specifically mention maneuverability.",NOT MENTIONED
"Nice mower.: Easy to assemble, started on 1st pull, included oil, easy to control walking speed.[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the mower is easy to control walking speed.
3. The reviewer's opinion on the cutting_performance is POSITIVE",POSITIVE,The reviewer mentions that the mower is easy to control walking speed.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower is easy to assemble, started on the 1st pull, included oil, and is easy to control walking speed.
3. The reviewer's opinion on the ease_of_use is POSITIVE",POSITIVE,"The reviewer mentions that the lawn mower is easy to assemble, started on the 1st pull, included oil, and is easy to control walking speed.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. The reviewer's opinion on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention engine_power.
3. The reviewer's opinion on engine_power is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention engine_power.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower is easy to control walking speed.
3. The reviewer's opinion on maneuverability is POSITIVE",POSITIVE,The reviewer mentions that the lawn mower is easy to control walking speed.,POSITIVE
"Total Junk: Don't buy this mower.  It is total garbage.  Everything on it is cheaply made.  The wheel adjustments don't lock in place and fall while mowing, scalping chunks out of the lawn.  Random pieces fall off while mowing, like the handle comfort bar, the clip that holds the cord in place, etc.  The self-propel locks up the wheels and you can't pull the mower back toward you. The mulching bag does not fit properly and blows grass and dirt directly into your face.  The engine design sucks grass clippings and dirt into the engine so you have to replace the air filter constantly.  It burns through oil, which is why they claim you never have to change it because you have to add oil every time you use it. The wheels and connections are cheap plastic. The back flap that prevents debris from hitting the operator is so thin, it ripped the first time I used the mower.   I bought this last summer and used it maybe 10 times.  I take care of my things, I only use treated gas, it has a fitted cover, and is kept under a covered patio during the summer. It's not left out in the weather or abused in any way.  It is cleaned and checked after each use. At the end of the season, I properly winterized it, and stored it in a heated garage.  This spring, when I wanted to use it, it would not start.  I had to tear apart the PLASTIC carburator and clean the cheap, poorly designed cartridge in it.  This will likely have to be done every year.  This after the mower was used only 10 times!  My old mower was used over 19 years and also had a Briggs and Stratton engine.  I never had issues with the carb. I can't believe how far Briggs and Stratton and Toro quality have fallen.  I fell for the positive reviews but you will notice they are all from people that just bought the mower.  Don't waste your money on this piece of junk.[Rating - 1/5]",1,"1. The overall review is NEGATIVE
2. The reviewer mentions that the wheel adjustments don't lock in place, causing scalping chunks out of the lawn, and that the mulching bag does not fit properly.
3. The reviewer's opinion on the cutting_performance is NEGATIVE.",NEGATIVE,"The reviewer mentions that the wheel adjustments don't lock in place, causing scalping chunks out of the lawn, and that the mulching bag does not fit properly.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the wheel adjustments don't lock in place, the self-propel locks up the wheels, and the mulching bag does not fit properly.
3. Sentiment on ease_of_use is NEGATIVE",NEGATIVE,"The reviewer mentions that the wheel adjustments don't lock in place, the self-propel locks up the wheels, and the mulching bag does not fit properly.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the lawn mower is poorly made with cheap materials, with various parts falling off or breaking after minimal use.
3. The reviewer's opinion on the durability is NEGATIVE",NEGATIVE,"The reviewer mentions that the lawn mower is poorly made with cheap materials, with various parts falling off or breaking after minimal use.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the engine design sucks grass clippings and dirt into the engine, causing the need to constantly replace the air filter. They also mention that the engine burns through oil and that the plastic carburetor is cheaply designed.
3. The reviewer's opinion on the engine_power is NEGATIVE",NEGATIVE,"The reviewer mentions that the engine design sucks grass clippings and dirt into the engine, causing the need to constantly replace the air filter. They also mention that the engine burns through oil and that the plastic carburetor is cheaply designed.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the wheel adjustments don't lock in place and fall while mowing, causing scalping chunks out of the lawn. 
3. The reviewer's opinion on maneuverability is NEGATIVE",NEGATIVE,"The reviewer mentions that the wheel adjustments don't lock in place and fall while mowing, causing scalping chunks out of the lawn. ",NEGATIVE
Mowet: I liked most of the mower the one thing I didn't is it's self propelled but only has one speed fast it gets away from you[Rating - 2/5],2,"1. The overall review is NEGATIVE.
2. The reviewer mentions that they liked most of the mower, but the one thing they didn't like is that it is self-propelled but only has one speed, which is fast and gets away from you.
3. The reviewer's opinion on the cutting_performance is NEGATIVE.",NEGATIVE,"The reviewer mentions that they liked most of the mower, but the one thing they didn't like is that it is self-propelled but only has one speed, which is fast and gets away from you.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that they liked most of the mower, but the one thing they didn't like is that it's self-propelled but only has one speed, which is fast.
3. The reviewer's opinion on the ease_of_use is NEGATIVE.",NEGATIVE,"The reviewer mentions that they liked most of the mower, but the one thing they didn't like is that it's self-propelled but only has one speed, which is fast.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that they liked most of the mower, but one thing they didn't like is that it's self-propelled but only has one speed, which causes it to get away from them.
3. The reviewer's opinion on durability is NOT MENTIONED.",NEGATIVE,"The reviewer mentions that they liked most of the mower, but one thing they didn't like is that it's self-propelled but only has one speed, which causes it to get away from them.",NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the mower is self-propelled but only has one speed, which is fast.
3. The reviewer's opinion on the engine_power is NEGATIVE.",NEGATIVE,"The reviewer mentions that the mower is self-propelled but only has one speed, which is fast.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer talks about the self-propelled feature of the mower and mentions that it only has one speed, which is fast.
3. Sentiment on maneuverability is NEGATIVE",NEGATIVE,"The reviewer talks about the self-propelled feature of the mower and mentions that it only has one speed, which is fast.",NEGATIVE
"Very easy and minimal assembly required!: Out of the box and starting to mow all in less than a half hour!  Started running on the very first pull!  Very Quiet and the self propelled feature also was as expected.  Very happy with this purchase!

PS the lawn looks great too![Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower started running on the very first pull, is very quiet, and has a self-propelled feature.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",POSITIVE,"The reviewer mentions that the lawn mower started running on the very first pull, is very quiet, and has a self-propelled feature.",POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions that the lawn mower is very easy to assemble, starts quickly, is very quiet, and the self-propelled feature works as expected.
3. The reviewer's opinion on the ease_of_use is POSITIVE.",POSITIVE,"The reviewer mentions that the lawn mower is very easy to assemble, starts quickly, is very quiet, and the self-propelled feature works as expected.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower started running on the very first pull and that they are very happy with the purchase.
3. The sentiment on durability is POSITIVE.",POSITIVE,The reviewer mentions that the lawn mower started running on the very first pull and that they are very happy with the purchase.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower started running on the very first pull and that it was very quiet.
3. The reviewer's opinion on the engine_power is POSITIVE.",POSITIVE,The reviewer mentions that the lawn mower started running on the very first pull and that it was very quiet.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the lawn mower is ""Very Quiet"" and the self propelled feature was as expected.
3. The reviewer's opinion on maneuverability is POSITIVE.",POSITIVE,"The reviewer mentions that the lawn mower is ""Very Quiet"" and the self propelled feature was as expected.",POSITIVE
Don’t do it: To much of a hassle to get cranked plus not side fed[Rating - 1/5],1,"1. The overall review is NEGATIVE
2. The reviewer mentions that the lawn mower is too much of a hassle to get cranked and is not side fed.
3. The reviewer's opinion on the cutting_performance is NOT MENTIONED.",NEGATIVE,The reviewer mentions that the lawn mower is too much of a hassle to get cranked and is not side fed.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that it is too much of a hassle to get cranked and that it is not side fed.
3. Sentiment on ease_of_use is NEGATIVE.",NEGATIVE,The reviewer mentions that it is too much of a hassle to get cranked and that it is not side fed.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the lawn mower is ""to much of a hassle to get cranked plus not side fed.""
3. The reviewer's opinion on durability is NOT MENTIONED",NEGATIVE,"The reviewer mentions that the lawn mower is ""to much of a hassle to get cranked plus not side fed.""",NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that it is too much of a hassle to get cranked and that the lawn mower is not side fed.
3. The reviewer's opinion on the engine_power is NOT MENTIONED.",NEGATIVE,The reviewer mentions that it is too much of a hassle to get cranked and that the lawn mower is not side fed.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that it is too much of a hassle to get cranked and that it is not side fed.
3. The reviewer's opinion on maneuverability is NOT MENTIONED.",NEGATIVE,The reviewer mentions that it is too much of a hassle to get cranked and that it is not side fed.,NOT MENTIONED
Don’t recommend: This lawn mower is a glorified push mower. After one mow I’m disappointed I can’t return it.[Rating - 1/5],1,"1. The overall review is NEGATIVE
2. The reviewer mentions that the lawn mower is a glorified push mower.
3. The reviewer's opinion on the cutting_performance is NEGATIVE",NEGATIVE,The reviewer mentions that the lawn mower is a glorified push mower.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the lawn mower is a glorified push mower.
3. The reviewer's opinion on the ease_of_use is NEGATIVE.",NEGATIVE,The reviewer mentions that the lawn mower is a glorified push mower.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the lawn mower is a glorified push mower.
3. The reviewer's opinion on durability is NEGATIVE.",NEGATIVE,The reviewer mentions that the lawn mower is a glorified push mower.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the lawn mower is a glorified push mower.
3. The reviewer's opinion on the engine_power is NEGATIVE.",NEGATIVE,The reviewer mentions that the lawn mower is a glorified push mower.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the lawn mower is a glorified push mower.
3. The reviewer's opinion on maneuverability is NEGATIVE as they are disappointed with the product.",NEGATIVE,The reviewer mentions that the lawn mower is a glorified push mower.,NEGATIVE
Piece of junk: Cheaply made mower. Bag doesn’t fit on the frame. I’m disappointed in Lowe’s for selling toro mowers that are way over priced. I think they are making bad gas mowers to push everyone to battery.[Rating - 1/5],1,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the mower is cheaply made and the bag doesn't fit on the frame.
3. The reviewer's opinion on the cutting_performance is NEGATIVE.",NEGATIVE,The reviewer mentions that the mower is cheaply made and the bag doesn't fit on the frame.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the bag doesn't fit on the frame of the mower.
3. The reviewer's opinion on the ease_of_use is NEGATIVE.",NEGATIVE,The reviewer mentions that the bag doesn't fit on the frame of the mower.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the mower is ""Cheaply made"" and that the bag doesn't fit on the frame.
3. The reviewer's opinion on durability is NEGATIVE.",NEGATIVE,"The reviewer mentions that the mower is ""Cheaply made"" and that the bag doesn't fit on the frame.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention anything about the engine_power.
3. The reviewer's opinion on the engine_power is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention anything about the engine_power.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention maneuverability in the review.
3. Since maneuverability is not mentioned, the sentiment on maneuverability is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention maneuverability in the review.,NOT MENTIONED
"Well Designed, Badly Marketed: My three-star rating is the average of a five for engineering and a one for marketing.  This mower is easy to maneuver, speedy on the straight cuts, and competitively priced.  
The marketing issue is Toro's withholding the side discharge chute unless one requests it when registering the product post-sale, whereupon they say that this will take 3 to 4 weeks.  In the meantime one needs to jury-rig a chute out of scrap lumber.  
Adding insult to injury, they claim that withholding the promised side-discharge capability is a climate change initiative.  Look - I selected a side-discharge-capable mower, I paid for this feature, so for God's sake give me what you promised.[Rating - 3/5]",3,"1. The overall review is NEGATIVE
2. The reviewer mentions that the mower is speedy on straight cuts and easy to maneuver.
3. The reviewer's opinion on the cutting_performance is POSITIVE.",NEGATIVE,The reviewer mentions that the mower is speedy on straight cuts and easy to maneuver.,POSITIVE,"1. The overall review is NEGATIVE
2. The reviewer talks about the ease of use by mentioning that the mower is easy to maneuver, speedy on straight cuts, and competitively priced.
3. The reviewer's opinion on the ease of use is POSITIVE.",NEGATIVE,"The reviewer talks about the ease of use by mentioning that the mower is easy to maneuver, speedy on straight cuts, and competitively priced.",POSITIVE,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",NEGATIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention the engine_power.
3. Since the reviewer does not mention the engine_power, there is no sentiment assigned to it.",,,,"1. The overall review is NEGATIVE
2. The reviewer mentions that the mower is easy to maneuver.
3. Sentiment on maneuverability is POSITIVE",NEGATIVE,The reviewer mentions that the mower is easy to maneuver.,POSITIVE
