review_content,review_rating,raw_cooking_surface,overall_cooking_surface,cooking_surface_opinion,cooking_surface,raw_portability,overall_portability,portability_opinion,portability,raw_heat_control,overall_heat_control,heat_control_opinion,heat_control,raw_durability,overall_durability,durability_opinion,durability,raw_accessories,overall_accessories,accessories_opinion,accessories
old smokey: easy to use great flavor but i still think charcoal has a better flavor[Rating - 4/5],4,"1. The overall review is POSITIVE
2. The reviewer mentions that the old smokey is easy to use and has great flavor.
3. The reviewer does not mention the cooking_surface specifically, so the sentiment on cooking_surface is NOT MENTIONED.",POSITIVE,The reviewer mentions that the old smokey is easy to use and has great flavor.,NOT MENTIONED,"1. The overall review is POSITIVE.
2. The reviewer mentions that the old smokey is easy to use.
3. The reviewer does not mention the portability specifically, so the sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer mentions that the old smokey is easy to use.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that the old smokey is easy to use and has great flavor.
3. The reviewer does not mention the heat_control specifically, so it is NOT MENTIONED.",POSITIVE,The reviewer mentions that the old smokey is easy to use and has great flavor.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not mention any accessories in the review.
3. Since the reviewer does not mention any accessories, the sentiment on accessories is NOT MENTIONED.",POSITIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
"Great smoker, just assemble yourself: Bought an assembled model. Worst decision! Missing screws, heads of screws stripped out.[Rating - 3/5]",3,"1. The overall review is NEGATIVE.
2. The reviewer mentions that they bought an assembled model of the smoker.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",NEGATIVE,The reviewer mentions that they bought an assembled model of the smoker.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that they bought an assembled model but had issues with missing screws and stripped screw heads.
3. The reviewer's opinion on portability is NOT MENTIONED.",NEGATIVE,The reviewer mentions that they bought an assembled model but had issues with missing screws and stripped screw heads.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention the heat_control aspect of the smoker.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention the heat_control aspect of the smoker.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions missing screws and stripped out screw heads, indicating issues with the durability of the smoker.
3. Sentiment on durability is NEGATIVE",NEGATIVE,"The reviewer mentions missing screws and stripped out screw heads, indicating issues with the durability of the smoker.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions missing screws and stripped out heads of screws, which are essential accessories for assembling the smoker.
3. The reviewer's opinion on the accessories is NEGATIVE.",NEGATIVE,"The reviewer mentions missing screws and stripped out heads of screws, which are essential accessories for assembling the smoker.",NEGATIVE
Did not work out of the box: I purchased this grill on 4/21. Lower delivered it assembled and everything looked good. 5 stars for Lowes service. I went through the burn out process and cranked it up to 450F for my first steak grilling. It threw an auger error code and I had to finish the steak inside. After that the error started to happen during the ignition time. I called customer service and they troubleshot the issue via a video chat. It was determined that the motor was bad and they are sending me one free of charge. T...[Rating - 3/5],3,"1. The overall review is NEGATIVE.
2. The reviewer mentions that they had to finish cooking their steak inside due to an error with the grill.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",NEGATIVE,The reviewer mentions that they had to finish cooking their steak inside due to an error with the grill.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention portability in the review.
3. Since the reviewer does not mention portability, the sentiment on portability is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer talks about experiencing an issue with the grill's temperature control, specifically mentioning an auger error code during the ignition process.
3. The reviewer's opinion on the heat_control is NEGATIVE as they encountered problems with the grill's temperature control functionality.",NEGATIVE,"The reviewer talks about experiencing an issue with the grill's temperature control, specifically mentioning an auger error code during the ignition process.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the motor of the grill was determined to be bad and needed to be replaced.
3. The reviewer's opinion on the durability is NEGATIVE as the motor of the grill was faulty and needed to be replaced shortly after purchase.",NEGATIVE,The reviewer mentions that the motor of the grill was determined to be bad and needed to be replaced.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not mention any accessories in the review.
3. Since the reviewer does not mention any accessories, there is no sentiment assigned to them.",NEGATIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
"Best steak I've ever had!: I got this grill from my local Lowe's and found it easy to assemble myself. I followed the directions manual and completed the burn in process and went on to cook my first food on the grill using Bear Mountain pellets. I made 4 pork chops at 350*, then cranked up the heat to 450* to do two steaks. Everything turned out wonderfully, and I think the steaks were the best I've ever had. So far, 10/10 for this grill! Here's to hoping it lasts a long time![Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that they cooked pork chops and steaks on the grill using Bear Mountain pellets.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that they cooked pork chops and steaks on the grill using Bear Mountain pellets.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer does not specifically mention portability in the review.
3. The sentiment on portability is NOT MENTIONED.",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions that they cranked up the heat to 450* to cook two steaks.
3. The reviewer's opinion on the heat_control is POSITIVE.",POSITIVE,The reviewer mentions that they cranked up the heat to 450* to cook two steaks.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that they hope the grill lasts a long time.
3. The reviewer's opinion on durability is POSITIVE.",POSITIVE,The reviewer mentions that they hope the grill lasts a long time.,POSITIVE,"1. The overall review is POSITIVE.
2. The reviewer mentions using Bear Mountain pellets for cooking on the grill, but does not specifically mention any accessories like a cover, side shelves, or other tools.
3. The reviewer does not mention any accessories, so the sentiment on accessories is NOT MENTIONED.",POSITIVE,"The reviewer mentions using Bear Mountain pellets for cooking on the grill, but does not specifically mention any accessories like a cover, side shelves, or other tools.",NOT MENTIONED
"kept throwing error code: put it together and did the burn off, and it kept throwing errors. augur motor was out on the brand new grill. this shouldn't happen to a brand new unit. Motor was over torqued. It was a Memorial Weekend let down![Rating - 1/5]",1,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the augur motor was out on the brand new grill, indicating a problem with the cooking surface.
3. The reviewer's opinion on the cooking_surface is NEGATIVE as they experienced issues with the augur motor, which affected the functionality of the grill.",NEGATIVE,"The reviewer mentions that the augur motor was out on the brand new grill, indicating a problem with the cooking surface.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not specifically mention portability in the review.
3. Since the reviewer does not mention portability, the sentiment on portability is NOT MENTIONED.",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the augur motor was out on the brand new grill and that it kept throwing errors, indicating issues with the functionality of the grill.
3. The reviewer's opinion on the heat_control is NEGATIVE as they experienced issues with the grill's motor and error codes, which likely impacted the ability to control and adjust the temperature effectively.",NEGATIVE,"The reviewer mentions that the augur motor was out on the brand new grill and that it kept throwing errors, indicating issues with the functionality of the grill.",NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the augur motor was out on the brand new grill, indicating a durability issue.
3. The reviewer's opinion on the durability is NEGATIVE.",NEGATIVE,"The reviewer mentions that the augur motor was out on the brand new grill, indicating a durability issue.",NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer does not mention anything about the accessories.
3. Since the reviewer does not mention anything about the accessories, the sentiment on accessories is NOT MENTIONED.",NEGATIVE,The reviewer does not mention anything about the accessories.,NOT MENTIONED
"Good when it worked, but really poor design: Much like other reviews the power simply stopped working and it was an awful experience to simply open up the box to check the control board. Lowes did a great job assembling but stripped to screws so I am unable to get into the box to see if the control board is broken or if it's a fuse problem. Lowes pushed responsibility to the mfg.  who said they would send a new control board but I can't open the box so it's a real cunundrum. Someone please help[Rating - 2/5]",2,"1. The overall review is NEGATIVE
2. The reviewer mentions that the power stopped working and they are unable to check the control board due to stripped screws.
3. Sentiment on cooking_surface is NOT MENTIONED",NEGATIVE,The reviewer mentions that the power stopped working and they are unable to check the control board due to stripped screws.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the griddle had a really poor design and that they were unable to open the box to check the control board due to stripped screws.
3. The reviewer's opinion on the portability is NOT MENTIONED.",NEGATIVE,The reviewer mentions that the griddle had a really poor design and that they were unable to open the box to check the control board due to stripped screws.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the power stopped working and they are unable to check the control board to see if it's broken or if it's a fuse problem.
3. The reviewer's opinion on the heat_control is NEGATIVE as they are experiencing issues with the power and control board, which is affecting the functionality of the heat control feature.",NEGATIVE,The reviewer mentions that the power stopped working and they are unable to check the control board to see if it's broken or if it's a fuse problem.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the power stopped working and that there were issues with the design of the product.
3. The reviewer's opinion on the durability is NEGATIVE, as they mention that the power stopped working and that they were unable to access the control board to check for issues.",NEGATIVE,The reviewer mentions that the power stopped working and that there were issues with the design of the product.,NEGATIVE,"1. The overall review is NEGATIVE
2. The reviewer mentions that the power stopped working and they are unable to check the control board due to stripped screws. They also mention that Lowes assembled the product but stripped the screws, making it difficult to access the control board.
3. The reviewer does not mention any specific opinion on the accessories.",NEGATIVE,"The reviewer mentions that the power stopped working and they are unable to check the control board due to stripped screws. They also mention that Lowes assembled the product but stripped the screws, making it difficult to access the control board.",NOT MENTIONED
Need to check your product carefully: It was brought to me not fully assembled[Rating - 2/5],2,"1. The overall review is NEGATIVE
2. The reviewer mentions that the product was not fully assembled.
3. The reviewer's opinion on the cooking_surface is NOT MENTIONED.",NEGATIVE,The reviewer mentions that the product was not fully assembled.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the product was not fully assembled when it was brought to them.
3. The reviewer's opinion on the portability is NOT MENTIONED.",NEGATIVE,The reviewer mentions that the product was not fully assembled when it was brought to them.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the product was not fully assembled when it was brought to them.
3. The reviewer's opinion on the heat_control is NOT MENTIONED.",NEGATIVE,The reviewer mentions that the product was not fully assembled when it was brought to them.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the product was not fully assembled when it was brought to them.
3. The reviewer's opinion on durability is NOT MENTIONED.",NEGATIVE,The reviewer mentions that the product was not fully assembled when it was brought to them.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that the product was not fully assembled when it was brought to them.
3. The reviewer's opinion on the accessories is NOT MENTIONED",NEGATIVE,The reviewer mentions that the product was not fully assembled when it was brought to them.,NOT MENTIONED
App with blue tooth don't connect: Can't connect to blue tooth when using app[Rating - 2/5],2,"1. The overall review is NEGATIVE.
2. The reviewer does not mention anything about the cooking_surface.
3. The sentiment on cooking_surface is NOT MENTIONED.",NEGATIVE,The reviewer does not mention anything about the cooking_surface.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that they can't connect to Bluetooth when using the app.
3. The reviewer's opinion on portability is NOT MENTIONED.",NEGATIVE,The reviewer mentions that they can't connect to Bluetooth when using the app.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not mention anything about heat_control
3. The sentiment on heat_control is NOT MENTIONED",NEGATIVE,The reviewer does not mention anything about heat_control,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention durability in this review.
3. Sentiment on durability is NOT MENTIONED",NEGATIVE,The reviewer does not specifically mention durability in this review.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not mention anything about accessories.
3. Sentiment on accessories is NOT MENTIONED",NEGATIVE,The reviewer does not mention anything about accessories.,NOT MENTIONED
"Broken out of the box: Feb 28 bought grill after research on comparable grills to Traeger. Burn off went fine. Next use got to 300 degrees and ERR shut down. Phone app said ERR fan. Unplugged and started over at least six times and each time, the interval from start to the ERR message got shorter and shorter until I gave up and called Pitt Boss. They asked me to unscrew the plate under the hopper and unplug the yellow wire TE connectors and reconnect. Once done the Grill seemed to work reliably for about 14 days then ...[Rating - 1/5]",1,"1. The overall review is NEGATIVE
2. The reviewer mentions that the grill worked reliably for about 14 days before encountering issues.
3. Sentiment on cooking_surface is NOT MENTIONED",NEGATIVE,The reviewer mentions that the grill worked reliably for about 14 days before encountering issues.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED",NEGATIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the grill was able to get to 300 degrees but then shut down with an ERR message related to the fan.
3. The reviewer's opinion on the heat_control is NEGATIVE as they experienced issues with the grill shutting down and needing to be reset multiple times.",NEGATIVE,The reviewer mentions that the grill was able to get to 300 degrees but then shut down with an ERR message related to the fan.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer mentions that the grill worked reliably for about 14 days before experiencing issues.
3. The reviewer's opinion on durability is NEGATIVE as the grill experienced issues after a short period of use.",NEGATIVE,The reviewer mentions that the grill worked reliably for about 14 days before experiencing issues.,NEGATIVE,"1. The overall review is NEGATIVE.
2. The reviewer does not mention any accessories in the review.
3. Since the reviewer does not mention any accessories, there is no sentiment assigned to them.",NEGATIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
dont know what this means: just wish i could get someone to wait on me without walking all over the store to find someone[Rating - 2/5],2,"1. The overall review is NEGATIVE
2. The reviewer mentions that they don't know what the statement means and that they wish they could get someone to wait on them without having to walk all over the store to find someone.
3. The reviewer does not mention anything specific about the cooking_surface, so the sentiment on cooking_surface is NOT MENTIONED.",NEGATIVE,The reviewer mentions that they don't know what the statement means and that they wish they could get someone to wait on them without having to walk all over the store to find someone.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that they wish they could get someone to wait on them without having to walk all over the store to find someone.
3. The sentiment on portability is NOT MENTIONED.",NEGATIVE,The reviewer mentions that they wish they could get someone to wait on them without having to walk all over the store to find someone.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention heat_control in their review.
3. Sentiment on heat_control is NOT MENTIONED",NEGATIVE,The reviewer does not specifically mention heat_control in their review.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer does not specifically mention durability in the review.
3. Sentiment on durability is NOT MENTIONED",NEGATIVE,The reviewer does not specifically mention durability in the review.,NOT MENTIONED,"1. The overall review is NEGATIVE
2. The reviewer mentions that they wish they could get someone to wait on them without having to walk all over the store to find someone.
3. The reviewer does not mention anything about accessories, so the sentiment on accessories is NOT MENTIONED.",NEGATIVE,The reviewer mentions that they wish they could get someone to wait on them without having to walk all over the store to find someone.,NOT MENTIONED
"Easy to use and low maintenance: It’s very easy to use, running B&B pellets. Just did 2 pork butts. 3 hours at 250. 2 hours at 300. Then covered for 2 hours at 350. Fall off the bone at 205 degrees. 
If you like to relax and not worry, this is perfect. Check your hopper every hour & half and sit down. Smoke flavor is mild ( maybe cause of my method?. ) if you like the constant monitor of temps and the true smoke flavor, then you’ll agree this is for lazy people. 
I do not regret the purchase one bit, but it’s not smoking. I...[Rating - 5/5]",5,"1. The overall review is POSITIVE
2. The reviewer mentions that the cooking surface is easy to use and low maintenance.
3. Sentiment on cooking_surface is POSITIVE",POSITIVE,The reviewer mentions that the cooking surface is easy to use and low maintenance.,POSITIVE,"1. The overall review is POSITIVE
2. The reviewer does not specifically mention portability in the review.
3. Sentiment on portability is NOT MENTIONED",POSITIVE,The reviewer does not specifically mention portability in the review.,NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer mentions checking the hopper every hour and a half, indicating some level of control over the temperature.
3. Sentiment on heat_control is POSITIVE",POSITIVE,"The reviewer mentions checking the hopper every hour and a half, indicating some level of control over the temperature.",POSITIVE,"1. The overall review is POSITIVE
2. The reviewer mentions that the griddle is easy to use and low maintenance, but does not specifically talk about the durability in terms of materials, construction, or resistance to rust or corrosion.
3. The reviewer's opinion on durability is NOT MENTIONED.",POSITIVE,"The reviewer mentions that the griddle is easy to use and low maintenance, but does not specifically talk about the durability in terms of materials, construction, or resistance to rust or corrosion.",NOT MENTIONED,"1. The overall review is POSITIVE
2. The reviewer does not mention any accessories in the review.
3. Sentiment on accessories is NOT MENTIONED",POSITIVE,The reviewer does not mention any accessories in the review.,NOT MENTIONED
